date,temp_mean,temp_min,temp_max,feels_like_mean,feels_like_min,feels_like_max,humidity_mean,wind_speed_mean,wind_speed_max,rain_sum,snow_sum,weather_main,weather_description,weather_icon
2021-01-01,65.04833333333333,55.58,73.33,64.64333333333333,54.43,74.97,72.125,2.6654166666666668,13,5.62,0,Clouds,overcast clouds,04d
2021-01-02,53.54375000000001,50.09,59.68,51.70208333333334,48.24,58.35,66.08333333333333,3.9725,NaN,0,0,Clouds,broken clouds,04d
2021-01-03,49.82958333333334,39.97,67.98,47.85458333333333,37.29,66.78,66.41666666666667,3.7837499999999995,NaN,0,0,Clear,sky is clear,01n
2021-01-04,53.713750000000005,44.26,73.98,52.378750000000004,41.67,73.65,74.33333333333333,3.3662499999999995,NaN,0,0,Clear,sky is clear,01n
2021-01-05,58.48458333333334,49.98,70.99,57.365416666666675,45.84,70.23,64.83333333333333,4.113333333333332,NaN,0,0,Clear,sky is clear,01d
2021-01-06,56.06333333333334,46.22,64.17,55.083333333333336,46.22,63.05,73.375,2.741666666666666,NaN,0,0,Clouds,overcast clouds,04d
2021-01-07,56.02916666666666,50.86,62.64,54.975833333333334,49.12,61.75,77.5,3.6225,NaN,19.69,0,Clouds,overcast clouds,04d
2021-01-08,47.443333333333335,44.85,50.99,45.77708333333334,40.77,49.96,62.791666666666664,4.079999999999999,17,0,0,Clouds,overcast clouds,04n
2021-01-09,44.35750000000001,38.89,52.03,42.69166666666666,35.1,49.48,59.208333333333336,3.7029166666666664,NaN,0,0,Clear,sky is clear,01d
2021-01-10,41.655416666666675,35.98,47.05,39.6725,30.7,47.05,65.45833333333333,3.877500000000001,NaN,13.73,0,Clouds,overcast clouds,01n
2021-01-11,42.48416666666665,39.83,45.25,40.73958333333333,35.1,45.25,88.04166666666667,3.6629166666666664,18.99,30.110000000000003,0,Rain,overcast clouds,10n
2021-01-12,40.260833333333345,36.81,44.96,38.41416666666667,29.43,44.44,74.75,3.401250000000001,NaN,0,0,Clouds,overcast clouds,04n
2021-01-13,46.03125000000001,38.86,57.02,44.25666666666666,35.82,54.9,78.75,2.8712500000000003,NaN,0.6000000000000001,0,Clear,sky is clear,01d
